StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3
2022-05-25 09:55:03,2022-05-25 09:59:37,IP Address,97.81.221.172,100,274,True,2022-05-25 09:59:37,R_b8W1CYNGIHUoUtX,,,,,34.7234,-82.4651,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",7,4,6,9,6,8,7,6,7,8,6,7,10,6,8,7,5,7,5,5,5,6,7,6,6,7,6,7,9,8,8,7,8,8,8,8
2022-05-25 10:02:30,2022-05-25 10:02:55,IP Address,174.55.181.63,100,25,True,2022-05-25 10:02:55,R_3nTpJYL6ozysQTF,,,,,40.2602,-76.8591,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,10
2022-05-25 10:06:11,2022-05-25 10:06:45,IP Address,67.97.218.45,100,34,True,2022-05-25 10:06:45,R_1kGKuuzXep6JTqz,,,,,37.751,-97.822,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,10,,,
2022-05-25 10:07:22,2022-05-25 10:07:49,IP Address,185.210.38.232,100,26,True,2022-05-25 10:07:49,R_3HNqrxmVRSIJ2jN,,,,,53.9034,14.2568,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 10:17:24,2022-05-25 10:21:08,IP Address,176.63.25.164,100,223,True,2022-05-25 10:21:08,R_3GiFqWZklbv04IU,,,,,47.5636,19.0947,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",6,5,6,10,8,9,10,9,9,8,8,8,7,9,8,10,10,10,,,,9,7,7,7,6,7,8,9,8,6,7,6,7,7,7
2022-05-25 10:24:45,2022-05-25 10:25:10,IP Address,204.116.12.64,100,24,True,2022-05-25 10:25:10,R_D2HvzlEyq6dRstz,,,,,37.751,-97.822,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,9,10,,,,,,,,,,,,,,,,,,
2022-05-25 10:10:05,2022-05-25 10:26:26,IP Address,62.91.102.114,100,981,True,2022-05-25 10:26:27,R_3O1zvtmeSwhh0jS,,,,,49.2417,10.4999,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,8,10,9,10,10,7,10,9,10,8,9,7,7,7,9,8,8,7,9,8,6,7,8,5,6,6,6,6,7,6,4,5,6,3,4
2022-05-25 10:40:38,2022-05-25 10:44:29,IP Address,37.19.197.172,100,231,True,2022-05-25 10:44:29,R_8wisdTNc8N0QmJ3,,,,,40.1668,-74.4959,anonymous,EN,Assassin's Creed II (2009),,,,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 10:44:50,2022-05-25 10:45:01,IP Address,181.26.143.138,100,11,True,2022-05-25 10:45:02,R_1OZCDP8W4xRqfy9,,,,,-34.7188,-58.6148,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,7,10,10,,,,,,,,,,,,,,,,,,
2022-05-25 10:45:48,2022-05-25 10:46:45,IP Address,83.22.93.213,100,56,True,2022-05-25 10:46:45,R_1JD6OZ4dEbCclOv,,,,,50.2527,19.0284,anonymous,EN,"Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,9,9,9,,,,6,8,8
2022-05-25 10:54:09,2022-05-25 10:55:25,IP Address,174.2.253.15,100,75,True,2022-05-25 10:55:25,R_3NxfSErtZFG5dgM,,,,,52.038,-106.6545,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014)",8,6,8,9,9,9,8,8,9,7,8,8,10,8,9,9,9,10,,,,6,8,8,,,,,,,,,,,,
2022-05-25 11:00:17,2022-05-25 11:00:42,IP Address,174.126.78.183,100,25,True,2022-05-25 11:00:43,R_11j6DJZ4iXCESgX,,,,,43.578,-116.2954,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,10,,,,,,
2022-05-25 11:02:30,2022-05-25 11:03:59,IP Address,86.143.152.43,100,88,True,2022-05-25 11:03:59,R_1CykLbzduTpeXee,,,,,51.8873,0.8638,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",8,4,7,10,9,10,9,10,10,7,8,6,3,7,5,10,8,9,10,9,7,10,7,8,10,9,9,10,5,6,,,,,,
2022-05-25 11:03:15,2022-05-25 11:04:04,IP Address,191.82.122.119,100,49,True,2022-05-25 11:04:05,R_1qb16FvawLs0Oim,,,,,-32.9204,-68.8293,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10,,,
2022-05-25 11:04:07,2022-05-25 11:04:33,IP Address,181.197.179.108,100,25,True,2022-05-25 11:04:33,R_3fMZaLOfZGQrdHW,,,,,8.9948,-79.523,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,6,8,9,,,,,,,,,,,,
2022-05-25 11:33:11,2022-05-25 11:33:28,IP Address,187.180.132.61,100,16,True,2022-05-25 11:33:29,R_2uyNVpKm3oUdGLn,,,,,-23.1065,-47.1771,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,,,
2022-05-25 11:33:32,2022-05-25 11:37:31,IP Address,131.93.115.1,100,239,True,2022-05-25 11:37:32,R_3NXluRc92eb4Jup,,,,,43.0628,-89.3171,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",2,2,2,10,10,10,10,10,10,5,6,5,8,8,8,9,9,9,7,9,8,7,9,8,6,9,8,8,8,8,7,9,9,6,10,9
2022-05-25 11:38:53,2022-05-25 11:41:20,IP Address,213.235.140.141,100,147,True,2022-05-25 11:41:21,R_5tF0RNRf7pyVoI1,,,,,49.4828,16.6652,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,8,6,7,7,6,6,,,,9,8,8,10,8,9,7,7,7,,,,,,,8,8,8,8,9,9,9,7,8
2022-05-25 11:42:45,2022-05-25 11:43:05,IP Address,88.212.174.15,100,20,True,2022-05-25 11:43:06,R_9tdCi4kkSkkKGJz,,,,,51.7832,-1.7645,anonymous,EN,Assassin's Creed II (2009),,,,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 11:42:06,2022-05-25 11:43:25,IP Address,50.224.152.5,100,79,True,2022-05-25 11:43:26,R_afP5oziFGR6qeCB,,,,,45.4407,-122.7792,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,10,5,7,8,6,6,8,6,6,,,,9,7,7,,,,4,6,5,,,,8,8,8,7,10,9,7,7,6
2022-05-25 11:47:05,2022-05-25 11:48:46,IP Address,73.160.157.177,100,100,True,2022-05-25 11:48:46,R_1QlwZrHFA40ZmFn,,,,,39.7897,-75.0355,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,8,9,10,10,10,7,8,9,6,8,7,7,7,7,7,9,9,6,8,7,6,6,6,6,8,7,4,1,1,4,4,4,5,4,4
2022-05-25 11:55:53,2022-05-25 11:56:07,IP Address,204.186.233.86,100,14,True,2022-05-25 11:56:07,R_2ANiFXrMUIv2HJw,,,,,40.9485,-75.9565,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,8,9,,,,,,,,,,,,
2022-05-25 12:00:12,2022-05-25 12:01:36,IP Address,83.84.6.250,100,84,True,2022-05-25 12:01:37,R_2AYdLgiiGJ9uZNH,,,,,52.0045,4.3728,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",8,7,7,9,9,9,10,9,10,9,8,9,,,,9,9,9,,,,5,8,7,4,8,7,8,6,7,,,,,,
2022-05-25 11:59:55,2022-05-25 12:03:56,IP Address,107.19.25.131,100,240,True,2022-05-25 12:03:56,R_3iOsb6id1SiW83O,,,,,37.097,-94.509,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,10,9,,,,,,,,,,,,
2022-05-25 12:06:29,2022-05-25 12:06:48,IP Address,185.138.239.135,100,19,True,2022-05-25 12:06:48,R_ZIXFc3UEylzUvYJ,,,,,53.828,20.6929,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 12:26:14,2022-05-25 12:28:17,IP Address,107.19.1.252,100,123,True,2022-05-25 12:28:18,R_10MIgTA4qbxGMGJ,,,,,33.0176,-96.9926,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,8,9,8,,,,,,,,,,8,9,8,10,9,9,7,8,7
2022-05-25 13:37:10,2022-05-25 13:42:20,IP Address,80.213.32.51,100,309,True,2022-05-25 13:42:20,R_272IOZNXThzmFTW,,,,,58.9971,10.042,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",9,5,6,9,8,10,7,8,9,10,8,8,8,7,8,9,8,8,5,7,6,3,7,7,1,6,2,7,7,8,3,5,3,,,
2022-05-25 13:46:22,2022-05-25 13:49:11,IP Address,84.106.134.207,100,169,True,2022-05-25 13:49:12,R_1MG8Vg5KUzp6sBr,,,,,52.3111,4.861,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",6,5,5,6,9,7,9,9,9,7,7,7,6,5,6,7,9,8,8,9,8,3,2,3,5,6,6,4,6,7,8,9,9,4,6,4
2022-05-25 13:44:30,2022-05-25 13:51:09,IP Address,77.101.3.53,100,399,True,2022-05-25 13:51:10,R_27s3unNQOOV2nHx,,,,,52.4994,-2.0188,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",7,7,8,9,8,9,8,9,9,7,9,8,4,8,5,6,8,8,6,8,8,6,8,6,3,8,7,7,7,9,2,6,5,,,
2022-05-25 14:09:30,2022-05-25 14:11:14,IP Address,89.132.127.197,100,104,True,2022-05-25 14:11:14,R_1jIjN1lu6eXtqHY,,,,,47.5636,19.0947,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",10,5,5,10,9,10,7,10,10,7,7,8,5,5,5,6,7,7,7,7,8,6,8,8,5,9,9,8,5,7,5,5,6,,,
2022-05-25 14:09:28,2022-05-25 14:13:47,IP Address,24.91.241.127,100,258,True,2022-05-25 14:13:47,R_3qmL4gDq1oFi5mo,,,,,42.0508,-72.5672,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",7,6,9,10,8,10,7,8,9,9,5,5,8,3,4,9,10,10,7,6,5,7,8,8,7,7,8,7,9,9,6,10,9,,,
2022-05-25 14:34:15,2022-05-25 14:34:37,IP Address,49.37.97.169,100,21,True,2022-05-25 14:34:38,R_2Qg3g8I7l8wlKjZ,,,,,26.1206,91.6523,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 14:52:28,2022-05-25 14:58:13,IP Address,77.65.96.228,100,344,True,2022-05-25 14:58:13,R_p3OXVwfAgj55VIJ,,,,,52.4052,16.9339,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",7,5,5,10,9,9,10,10,10,9,9,9,5,7,6,9,10,10,7,10,10,10,8,9,8,7,7,9,9,8,7,6,6,8,7,7
2022-05-25 15:00:09,2022-05-25 15:01:52,IP Address,86.161.152.44,100,103,True,2022-05-25 15:01:53,R_7X5Gm00S80ILIY1,,,,,52.705,-2.4432,anonymous,EN,"Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,6,5,7,5,7,7,,,,7,7,8,7,7,7,7,6,7,4,4,3,4,5,5
2022-05-25 16:00:14,2022-05-25 16:02:21,IP Address,68.38.23.186,100,127,True,2022-05-25 16:02:22,R_3ncpah7gt2PAX4m,,,,,39.8335,-84.8983,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017)",10,3,8,8,10,9,7,10,9,,,,7,2,3,8,8,7,10,10,10,5,5,8,,,,9,9,9,,,,,,
2022-05-25 16:02:39,2022-05-25 16:03:05,IP Address,108.90.186.207,100,26,True,2022-05-25 16:03:05,R_2cpb6drTboyowhu,,,,,41.7015,-83.4833,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,
2022-05-25 16:12:54,2022-05-25 16:13:13,IP Address,71.82.236.145,100,19,True,2022-05-25 16:13:14,R_2eRoyvBA3nc7tE2,,,,,43.0725,-89.4491,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,10,9,,,,,,,,,,,,
2022-05-25 16:08:34,2022-05-25 16:13:37,IP Address,174.204.200.122,100,302,True,2022-05-25 16:13:37,R_2Tt6jAmw4QGgcqM,,,,,45.4805,-122.6363,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014)",,,,9,7,9,10,8,10,7,8,8,,,,9,10,10,7,10,9,6,10,8,,,,,,,,,,,,
2022-05-25 16:36:08,2022-05-25 16:36:30,IP Address,73.209.226.115,100,22,True,2022-05-25 16:36:31,R_24uPrFygHCZY9AS,,,,,41.7057,-88.1946,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10
2022-05-25 16:41:30,2022-05-25 16:41:58,IP Address,75.168.128.96,100,27,True,2022-05-25 16:41:58,R_1mE5Cvri8CLsl2Y,,,,,44.9548,-93.1551,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,6,9,9,,,,,,,,,,,,,,,,,,
2022-05-25 16:42:46,2022-05-25 16:44:39,IP Address,82.16.208.23,100,113,True,2022-05-25 16:44:39,R_28H9KS6E8Bf1cw3,,,,,51.7639,-0.2236,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,8,10,10,8,10,8,10,10,10,9,9,7,9,8,9,10,10,8,8,7,7,10,9,5,8,7,10,9,10,7,5,5,5,2,3
2022-05-25 17:04:00,2022-05-25 17:04:27,IP Address,98.156.219.142,100,26,True,2022-05-25 17:04:28,R_2pLCukEQ4BGM4d1,,,,,32.9503,-96.819,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,,,
2022-05-25 17:07:33,2022-05-25 17:07:58,IP Address,73.88.196.97,100,25,True,2022-05-25 17:07:59,R_3nC7aN5xjluUC18,,,,,37.0634,-88.6632,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,8
2022-05-25 17:35:22,2022-05-25 17:37:54,IP Address,107.77.229.168,100,152,True,2022-05-25 17:37:55,R_1IQKnkOhUIMQ31u,,,,,34.0322,-118.2836,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,5,7,9,8,9,9,9,9,9,8,8,8,9,7,10,10,10,7,10,8,7,10,8,5,6,5,9,10,9,8,10,9,10,7,8
2022-05-25 17:54:50,2022-05-25 17:57:11,IP Address,24.148.58.125,100,141,True,2022-05-25 17:57:12,R_3fTAvq31XbdjmqR,,,,,41.9409,-87.6532,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",9,6,8,9,8,9,8,8,8,6,8,7,4,3,4,8,9,8,,,,5,10,8,3,6,5,7,3,4,2,2,2,1,1,1
2022-05-25 18:00:47,2022-05-25 18:03:03,IP Address,82.30.112.17,100,136,True,2022-05-25 18:03:04,R_pQwVWgm0DPjtySZ,,,,,51.6552,-0.3879,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Odyssey (2018)",,,,8,7,8,8,8,9,8,8,8,7,9,8,9,9,10,8,10,10,7,10,9,6,8,8,,,,4,7,8,,,
2022-05-25 18:05:16,2022-05-25 18:05:34,IP Address,24.8.181.208,100,17,True,2022-05-25 18:05:34,R_3OpJfu6kOUlHXhB,,,,,40.4102,-104.7584,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,
2022-05-25 18:22:26,2022-05-25 18:24:22,IP Address,45.186.89.82,100,115,True,2022-05-25 18:24:22,R_1pmJi4lo7i1nTN4,,,,,-29.7163,-52.805,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017)",9,7,8,,,,,,,10,8,10,,,,10,9,10,,,,8,10,9,,,,8,6,8,,,,,,
2022-05-25 18:32:14,2022-05-25 18:32:32,IP Address,66.253.193.22,100,17,True,2022-05-25 18:32:32,R_3n8Xu5YAB5z4C3N,,,,,28.5807,-81.1893,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10,,,,,,
2022-05-25 19:12:49,2022-05-25 19:16:24,IP Address,24.34.107.69,100,215,True,2022-05-25 19:16:24,R_30eI51iGtrYN2Yw,,,,,42.4143,-71.1766,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",9,7,6,10,8,10,9,10,10,9,9,9,9,9,8,10,10,10,6,8,6,4,6,4,3,7,6,9,10,10,6,9,8,9,7,7
2022-05-25 20:26:42,2022-05-25 20:28:17,IP Address,51.6.81.201,100,95,True,2022-05-25 20:28:17,R_2alFmCXWzZApjrf,,,,,54.6975,-1.2179,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Valhalla (2020)",,,,9,7,9,9,9,9,,,,6,9,8,10,10,10,,,,,,,,,,10,9,10,,,,10,10,10
2022-05-25 21:23:21,2022-05-25 21:23:41,IP Address,174.195.200.193,100,19,True,2022-05-25 21:23:41,R_xns09HI9dFhg4hz,,,,,33.8625,-117.586,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,7,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 21:37:45,2022-05-25 21:39:25,IP Address,191.221.68.254,100,100,True,2022-05-25 21:39:26,R_3jSYKkYxPzqYJsn,,,,,-31.77,-52.341,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014)",4,5,6,9,7,10,5,8,6,10,9,9,9,8,5,10,10,10,9,10,10,,,,,,,,,,,,,,,
2022-05-25 22:27:26,2022-05-25 22:27:47,IP Address,109.166.138.241,100,20,True,2022-05-25 22:27:47,R_1nVoviBLqW7sn0A,,,,,46.7657,23.5943,anonymous,EN,Assassin's Creed II (2009),,,,10,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 23:29:32,2022-05-25 23:32:36,IP Address,47.14.21.187,100,184,True,2022-05-25 23:32:36,R_30ioTQibFoXyopH,,,,,44.6913,-73.4648,anonymous,EN,"Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,6,6,6,5,6,6,4,6,5,5,4,5,6,6,6,8,9,9,6,7,6,,,
2022-05-26 00:50:54,2022-05-26 00:51:13,IP Address,51.37.69.227,100,19,True,2022-05-26 00:51:13,R_Or4qE9qhDOuahrz,,,,,53.3379,-6.2591,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10,,,
2022-05-26 02:24:12,2022-05-26 02:24:39,IP Address,84.185.67.215,100,27,True,2022-05-26 02:24:39,R_SUwWXyOzK8cVK3n,,,,,50.8054,6.4942,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,,,
